,tweets
1123,"RT @CNBCTV18Live: .@amazonIN fined over 'Country of Origin' rules violation, @Flipkart spared
https://t.co/pMLUoLmjqc"
1124,RT @HiHonorIndia: Keep an eye on your SpO2 levels if you're heading to the hills this winter season with the #HONORWatchGSPro  #DareToExplo…
1125,".@amazonIN fined over 'Country of Origin' rules violation, @Flipkart spared
https://t.co/pMLUoLmjqc"
1126,"@arindam020282 To make sure that your Flipkart account information is safe, please start a private message with us just by clicking the below link. ^JB (2/2) https://t.co/5DoqNu2BgV"
1127,@Micromax__India @Flipkart Note 1 Is 5G or not?
1128,"Packaging, Makes a huge difference

Good Packaging protects your product,
Great Packaging protects your Brand

https://t.co/TYE6wZPcTD

#aonepack #pouches #boxes #rigidboxes #corrugated #monocartons #brownboxes #bangalore #packaging #design #chocolateboxes #amazon #flipkart"
1129,"@MehariaBhumika To make sure that your Flipkart account information is safe, please start a private chat with us by clicking here. (2/2) ^VD https://t.co/5DoqNukc8t"
1130,RT @Akshay9000Gupta: Todays episode was awsome and its true that boys are much knowledged in tech field than girls. 😛😎 #ladiesvsgentlemen @…
1131,"@HaraPrasadPra10 To make sure that your Flipkart account information is safe, please start a private chat with us by clicking here. (2/2) ^VD https://t.co/5DoqNu2BgV"
1132,"#Win Assured Rewards like #Realme c15 mobile  /50₹  Flipkart Gift #vouchers or Supercoins

Quiz link : https://t.co/qu6JzavWbd

#Flipkart Beat The Genius Quiz Answers (26th Nov )

1. Bytedance
2. Shiva
3. Kd jadhav
4. Best editing
5. Vijaynagar

Like and Retweet 👍"
1133,"@mhatre_1985 To make sure that your Flipkart account information is safe, please start a private chat with us by clicking here. (2/2) ^VD https://t.co/5DoqNukc8t"
1134,@Flipkart @flipkartsupport @MahaCyber1 @jagograhakjago @_Kalyan_K @SamsungMobile @TechnicalGuruji @ManojSaru @AmreliaRuhez @8ap @IGiveawayTime @TechnicalTmax  @sharmajitech I am  purchased  Samsung  F41 received Defective pc  Returned request  account block OD120080706226647000 https://t.co/Mg92exVGlN
1135,@Flipkart Flipkart  not best
1136,Nobody ship products to ballia pin code I think Amazon will beat flipkart. Amazon covered full india map but flipkart was only covered Mumbai map. Same on you flipkart. Take a lesson from amazon. @_Kalyan_K @Flipkart @flipkartsupport https://t.co/VPrNg4tNss
1137,"Win assured gems on #Flipkart 

LINK :https://t.co/zRs84lI7A2

Daily Trivia Quiz Answers.

1. Super Mario
2. Chattisgarh
3. Kuwait
4. Barcelona
5. Pitot Tube

Like and Retweet 👍"
1138,#flipkart #froud #bigbipoionsale #flipkartsupport it's been months I have been chasing you on my order  airPod. Please return my money. @PMOIndia @amazonIN can you help me on how I can recover my money
1139,"#Win Assured Rewards like 1000₹/50₹  Flipkart Gift #vouchers or Supercoins

Quiz link : https://t.co/zRs84lI7A2

#Flipkart Answers - Fake Or Not (26th November) 👇🏻

1. Not Fake
2. Fake
3. Fake
4. Not Fake
5. Not Fake

Like and Retweet 👍"
1140,"#Win Assured Rewards like 1000₹/50₹  Flipkart Gift #vouchers or Supercoins

Quiz link : https://t.co/DqpulaLOYZ

Ladies Vs Gentleman Correct Answers.
(26 Nov 2020) 

1. 60%
2. 60%
3. 50%

Like and Retweet 👍"
1141,@Rrajaroy @Flipkart @flipkartsupport @myntra @MyntraSupport I'm facing the same
1142,@RjRishabjain123 We are sorry to hear that you are facing an issue with the refund of your flight ticket. We will definitely help you out with this. Request you to contact Flipkart Travel Desk on 18002583535 or (1/2)
1143,"Get  up to 60% Off
On Entire Women Collection by Kabiran 
On Amazon and Flipkart
#Kabiran #Style #comfortable #newcollection #Fashion #onlineshopping #buy #like #amazing #trending #lovely #design #dresses #clothes #ladiesdresses https://t.co/de9JQ7wwLq"
1144,"@SamsungIndia #FRUADSAMSUNG WITH  FLIPKART BIG SCAM
MY  account suddenly block rasone received Defective samsung galaxy F41 Returned Request Crated,
My 26k lost No Any options  Reacount Opened and Detected  Mobile Returned.
Big scam"
1145,RT @TembhekarAditya: @DasShaktikanta PLZ make sure your employees are not doing timepass on WhatsApp/ Facebook Or checking flipkart or Amaz…
1146,"@Lakshya15892461 To make sure that your Flipkart account information is safe, please DM us by clicking the below link. ^MZ (2/2) https://t.co/5DoqNukc8t"
1147,Do you ever stress about money then open Amazon... Flipkart.. Myntra
1148,@ashudwive @Flipkart It's never too late... Doctors &amp; Health Officials are still fighting
1149,"@flipkartsupport @_Kalyan_K @Flipkart @FlipkartStories You seriously not understanding the pain of customer but making it worse. I gave 3 other numbers apart as number mentioned on order nit working, however you still not able to connect.
Shame and unprofessional!!!"
1150,"@flipkartsupport @_Kalyan_K @Flipkart @flipkartsupport @FlipkartStories 
My LEDs are not yet installed even after 5 days of delivery which should have happened in 48 hrs. You can't change phone number on order as it is not working, you can't contact on alternate number to schedule installation."
1151,"@PawanSe00420480 Hi,
I regret knowing you received a damaged computer that you ordered from Flipkart. I would suggest you contact Flipkart regarding this concern because the product was damaged when received. They will assist you with your concern.
Regards"
1152,RT @Author_Sameer: @NigamaRv @sfmnu @geostylegeo @vicmarswell @SPOFarrell3 @Anthony_OBrien_ @mesegyar @JulieKusma @JessSFrankel @richardbis…
1153,@vestigemkt @KbsVestige @VestigeDeepakS @GautamBali Wow..... But how Flipkart is selling Vestige products on cheaper rate then Vestige stores ? .... Can anyone explain?
1154,@flipkartsupport Why aren't you uploading my review. Why do you force customers to write a review in favour of Flipkart. This is really a bad practice and shameful.
1155,"I have contacted flipkart customer care multiple times. They just assure &amp; Promise to deliver the product with a new date everytime. Still the product is not delivered to me yet. What should I do ? 2/2

#flipkart

#mycomplaintonline"
1156,"@Bajaj_Finserv I am unavailable to pay online on flipkart and getting this errorr ""Txn on your Bajaj Finserv EMI Card 8236 is rejected in line with our internal policy. Pls use an alternate payment option."""
1157,@Flipkart LG G8X Mobile Phone  - I have purchased a mobile phone - LG G8X from Flipkart on 3rd Nov 2020 payment for which was done on the same day online. The delivery date promised was 15th Nov 2020. But Product is not delivered to me yet.  1/2
1158,@SujitMa21801589 @Flipkart Good luck with that 😜
1159,"@Flipkart Ente ponnooo vendaa 🙏🏻🙏🏻🙏🏻 I’m still in the hangover of a Samsung F41, I purchased recently. Can’t even use the faulty touch screen and you won’t do anything about it."
1160,"Flipkart is now American, not Indian. It was Indian pre Walmart take over. https://t.co/IbEWZc1Xve"
1161,"RT @BolBasu: Mission impossible #TomCruise  #MI7 
#Mi7bikeStunt  Mi7 bike Stunt  
Real hero #MissionImpossible7  
@TomCruise  #bolbasu  ❤❤❤…"
1162,"RT @BolBasu: Tom Cruise  stunt
#TomCruise and  #MissionImpossible7 
#bolbasu @TomCruise @TopGunMovie 

#flipkartdeservepenalty ""Om Shanthi""…"
1163,"RT @BolBasu: Mission impossible #TomCruise  #MI7 
#Mi7bikeStunt  Mi7 bike Stunt  
Real hero #MissionImpossible7  
@TomCruise  #bolbasu  ❤…"
1164,RT @SurbhiS99767239: @rajneeeshkumar @_Amar_N @Flipkart @GPTW_India @FlipkartStories @_Kalyan_K @WorkAtFlipkart @WalmartInc @FlipkartW @Ada…
1165,RT @bluorangedragon: @rajneeeshkumar @_Amar_N @Flipkart @GPTW_India @FlipkartStories @_Kalyan_K @WorkAtFlipkart @WalmartInc @FlipkartW @Ada…
1166,@flipkartsupport for flight cancellations with flipkart you need to drop atleast 100 mails in a day then also they will not cancel the ticket really hell fucked up @MoCA_GoI  @Flipkart #FlipkartCheats 💦💦
1167,"@ShaunikT other items this offer is applied on. We'd like to thank you for your understanding. To make sure that your Flipkart account information is safe, please DM us by clicking the below link. ^MZ (2/2) https://t.co/5DoqNukc8t"
1168,"@soumitraroyasan To make sure that your Flipkart account information is safe, please start a private message with us, so that we can look into it and assist you accordingly. ^JB (2/2) https://t.co/5DoqNukc8t"
1169,"@abhishek6048 To make sure that your Flipkart account information is safe, please start a private chat with us by clicking here. (2/2) ^VD https://t.co/5DoqNukc8t"
1170,Received a mail saying tried to reach u but unable to contact u... this is ur sop mr. Kalyan this is wth ur employee n ur call center plp do... @_Kalyan_K @flipkartsupport @Flipkart @forum_consumer @rtiindia https://t.co/7gKPXpRINo https://t.co/AYzvPqXrJk
1171,"@ShaunikT To make sure that your Flipkart account information is safe, please DM us by clicking the below link. ^MZ (2/2) https://t.co/5DoqNukc8t"
1172,"RT @BhuvaSharddha: @myntra everyone, 
@myntra
  is just closing complain without solving it. biggest scammers. don't buy from them, go to a…"
1173,"As for international, the Indian ecommerce retailer @Flipkart, that Walmart acquired two years ago, had a record number of monthly active customers.

Even Sam's Club got involved in the accelerated digital growth by reporting a sales jump of 41% YoY..."
1174,@rakshpriyanshu @Flipkart And very early as well😂😂
1175,"@namsodeys Rest assured, the product will reach you by December 01, 2020. To make sure that your Flipkart account information is safe, please start a private chat with us by clicking here. (2/2) ^VD https://t.co/5DoqNu2BgV"
1176,"Here we are with #bioannirhairoil 100% #ayurvedic and #Indian hair oil you can buy it from #Flipkart. This oil is used to fight with alomost every problem that you face with your #hairs. #buy Link is given below.
https://t.co/oxFm3dblY3 https://t.co/lAOjlLcd6q"
1177,"@AnkitNDT @MahimMaher @ArvindKejriwal @AOSmithin @KentROSystems @amazonIN @EurekaForbes @havellsindia @Flipkart @RelianceDigital @TataCLiQ @AOSmithHotWater @DelhiJalBoard He loves Ghalib &amp; believe in
Ragoun mein dorty rehnay ky ham nahein qail
Jou ankh say na tapka wou lahou keya hy
So Arvind does not approve any waste throug purification.
So boil &amp; use.
@ArvindKejriwal"
1178,"@RaselAh75806525 To make sure that your Flipkart account information is safe, please DM us by clicking the below link. ^MZ (2/2) https://t.co/5DoqNukc8t"
1179,I did not tweet this for any order's concern. I asked to @Flipkart to know that can we use two flipkart account in same device. By apply dualing and cloning feature. Is it legal to your policy?
1180,RT @Techglares: Flipkart Fake or Not Answers. https://t.co/7cUwh6OZuh
1181,@flipkartsupport I did not tweet this for any order's concern. I asked to @Flipkart to know that can we use two flipkart account in same device. By apply dualing and cloning feature. Is it legal to your policy?
1182,"@ShaunikT To make sure that your Flipkart account information is safe, please start a private chat with us by clicking here. ^JB (2/2) https://t.co/5DoqNukc8t"
1183,RT @arundaskv: Dear friends never purchase an electronic gadget from @Flipkart. If it is damaged or defective you will have to clear it by…
1184,@Flipkart Seriously disappointed with flipkart customer care. Sad to see such state of affairs. https://t.co/pWPQV2VuOK
1185,@imVkohli @Flipkart @one8world Right Thought
1186,"@FLIPKART @flipkartsupport LOOKS LIKE SOMEONE HAS CHANGED WATCH INSIDE THE BOX IN TRANSIT. PLEASE CHECK Urgently. NEVER EXPECTED THIS FROM FLIPKART. SEE Mnfg. DATE IS DIFFRENT ON BoX AND WATCH. Hows that possible. I WANT REPLACEMENT NOT REFUND. Thanks!
ORDER OD220163284353077000 https://t.co/3UiYTIjAUd"
1187,"@surgn_shashank To make sure that your Flipkart account information is safe, please start a private message with us, so that we can look into it and assist you accordingly. ^JB (2/2) https://t.co/5DoqNu2BgV"
1188,@surgn_shashank Sorry to hear that. We understand your concern about the refund. Request you to get in touch with Flipkart Travel Desk on 1800 258 3535 or you can write to travelhelp@flipkart.com for further assistance. Hope this helps! (1/2)
1189,"@Flipkart @flipkartsupport  I ordered a fossil watch FS5308I ord: OD220163284353077000, received the watch today and seal was not there on the box. Also manufacturing date is 2019 on watch and 2020 written on box.
THIS IS IMPOSSIBLE. PS ARRANGE REPLACEMENT ASAP. LOOKS LIKE FAKE. https://t.co/BKh8ZwfE4m"
1190,"@PrasadSarabu To make sure that your Flipkart account information is safe, please start a private message with us, so that we can look into it and assist you accordingly. ^JB (2/2) https://t.co/5DoqNu2BgV"
1191,"@kaliprasad_s To make sure that your Flipkart account information is safe, please start a private chat with us by clicking here. (2/2) ^VD https://t.co/5DoqNukc8t"
1192,"@flipkartsupport, i have received worst customer service from Flipkart for my recent purchase. Here is the reference for your action. OD120171100936289000 [Incident: IN2011181651224988051]
Damaged product received on 11th November, since then no replacement made and i am tired."
1193,"Pixel 4a back in Stock on @Flipkart.

https://t.co/rVhitscOlq

@Flipkart #Pixel4a #GooglePixel https://t.co/UHwHtGBly2"
