,tweets
442,"https://t.co/xodFmwU9ZZ

5 Inch   Valentine Pipe,Pack of 4,Yellow

Rs. 519

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/9FZGSxfjhV"
443,"https://t.co/RFpoevXNSE

5 Inch   Valentine Pipe,Pack of 2,Yellow

Rs. 299

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/cosgNXbSdj"
444,"https://t.co/DlSwV6kUqn

5 Inch   Valentine Pipe,Pack of 1,Yellow

Rs. 199

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/corBRYOKTU"
445,"https://t.co/Epopx2nKcm

5 Inch   Valentine Pipe,Pack of 20,Green

Rs. 2279

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/dCZeQUIT9i"
446,"https://t.co/QdExZdkMNF

5 Inch   Valentine Pipe,Pack of 4,Green

Rs. 519

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers https://t.co/MMzR2wHaOz"
447,"https://t.co/GIB3p75Frn

5 Inch   Valentine Pipe,Pack of 3,Green

Rs. 419

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers https://t.co/7pDTzsEu0c"
448,"https://t.co/qEqvxRMmbz

5 Inch   Valentine Pipe,Pack of 20,Blue

Rs. 2279

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/mbRUJVdxkF"
449,"https://t.co/mYBoFJhVkJ

5 Inch   Valentine Pipe,Pack of 10,Blue

Rs. 1149

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum https://t.co/PpBlHIeDkU"
450,"https://t.co/ET6IEOO5ZH

5 Inch   Valentine Pipe,Pack of 5,Blue

Rs. 599

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/jhZUXV4m1e"
451,"https://t.co/xNHauNHlHz

5 Inch   Valentine Pipe,Pack of 4,Blue

Rs. 519

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/FFK7b57OHH"
452,"https://t.co/dcffMjETAW

5 Inch   Valentine Pipe,Pack of 3,Blue

Rs. 419

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/y7fU0jeCLa"
453,"https://t.co/zrFgzAV3M4

5 Inch   Valentine Pipe,Pack of 2,Blue

Rs. 299

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/OHeXAFqtk7"
454,"https://t.co/lN9ehRpWqU

5 Inch   Valentine Pipe,Pack of 1,Blue

Rs. 199

Our   brands believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/M6MAdBKIEV"
455,"The Road To A Contactless Economy | Catch @ShereenBhan in conversation with @1kunalbahl of @snapdeal, @drsangitareddy of @HospitalsApollo &amp; @debjani_ghosh_ of @nasscom as India moves towards creating a contactless ecosystem

https://t.co/JtrsXA3OlT"
456,"@pkesh2004 Hi, so sorry that this is taking time. But I just checked, it is definitely being worked on. Thanks for your patience. Regards, Avi"
457,Rem. No. 06 @snapdeal  The refund is still awaited for a prepaid consignment undelivered  &amp; cancelled. Very disgusting. @snapdeal definitely needs a thorough  overhauling in total. 8178082002.
458,"COMING UP AT 11 AM | The Road To A Contactless Economy

On @CNBCYoungTurks, catch @ShereenBhan in conversation with @1kunalbahl of @snapdeal, @drsangitareddy of @HospitalsApollo &amp; @debjani_ghosh_ of @nasscom as India moves towards creating a contactless ecosystem https://t.co/pBm5U0Gcks"
459,@JioMart @JioMart_Support @amazonIN @amazon @Flipkart @snapdeal @TataCLiQ And the reliance jio Mart is running a Scam and earning interest using costomers money. My amount still not refunded back.
460,"@JioMart @JioMart_Support @amazon @amazonIN @Flipkart @snapdeal @TataCLiQ @amazon and I left store by registering written complaint with id SD13427957 to mr Akash narwariya (60465474) .

But even  after passing 10 days  the deducted amount has not been refunded back."
461,@JioMart @JioMart_Support @amazon @amazonIN @Flipkart @snapdeal @TataCLiQ and the deducted  amount will be refunded back to you withing 7 working days. So I paid again through cash beacuase I have to purchase grocery.
462,@JioMart @JioMart_Support @amazon @snapdeal @Flipkart @TataCLiQ @amazonIN But person on counter said the payment is not processed on reliance system so you have to pay again for purchasing grocery beacuase amount deducted from your side is not processed due to our server problem
463,@JioMart @JioMart_Support @amazonIN @amazon @Flipkart @snapdeal @TataCLiQ so I paid it by scanning barcode through phone pay and amount rs 3351.63 has been paid succefully from my side with Transanction id 'T2011081920026937306414'.••2/6
464,"@JioMart @JioMart_Support @Flipkart @amazonIN @amazon @snapdeal @TataCLiQ Hello This is Dheeraj sharma From Gwalior ,Madhyapradesh. I visited relaince jio Mart on 08/11/2020 for purchasing grocery and at a time of payment they generated upi payment request....1/6"
465,@Bedanta11496973 Hi! Please elaborate on what went wrong via Private Message by clicking the below link. We’d like to check and get it right for you. Thanks! Avi  https://t.co/1qRWCpRlvq
466,"Didn't know @snapdeal was still alive. After they lied about selling only genuine products, I stopped using it. For the fans of the site, it sold obvious fake @LouisVuitton belts for pennies but claimed it is original."
467,@harveenj These OTPs can be misused by hackers to gain account access causing trouble to the brand and recipient. Thanks! Avi(2/2)
468,"@harveenj Hi! Please be informed that there are some spam apps like SMS bomber used by hackers/pranksters to load unlimited mobile numbers and send OTP messages, pretended to be coming from Snapdeal. (1/2)"
469,"Someone is trying to login to all websites using my phone number. Who leaked the details? @Airtel_Presence @airtelindia @snapdeal @Flipkart @lybrate @Lenskart_com @dominos @NetMeds 
#SecurityRisk #LeakedCredentials #SSO #CyberThreat https://t.co/v7v5tjo5lZ"
470,"@flipkartsupport Don't lie here , u haven't addressed anything , u just holded my money for couple of days then cancelled the order , u see ur dm message what u wrote a day before, no issues ,people have lots of options soon u will be like snapdeal don't worry."
471,@JKERA_JTFRP @WorldBank @PMOIndia @HMOIndia @manojsinha_ @OfficeOfLGJandK @HartwigSchafer @JUNAIDWBG @deepak2403 @SyedAbidShah @amazon @Flipkart @myntra @snapdeal @TwitterFashion Incredible.
472,@Blackholesun112 @CitizenAndhra @zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat @snapdeal Plus one bro..
473,"@braveindiandon @zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Nationalist channel? They are BJP's dogs, fooling idiots - run by a murderer. Snapdeal is doing perfectly fine, zomato is rightly showing their middle finger to uneducated IT Cell trolls."
474,"@CitizenAndhra @onirocks @zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat @snapdeal Zomato will be here for the next 10 years. They have awesome service, nobody cares about a bunch of uneducated Sanghis."
475,@onirocks @Blackholesun112 @zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat @snapdeal Am not comparing them. Am saying they will share the same fate. And i dint say Zomato did anything wrong. Am saying it’s getting caught up in controversies unintentionally
476,"Snapdeal Best Offers: Bumper discount on Indian shopping site, Indian sellers are becoming big brands – big discount by indian local brands on indian shopping site https://t.co/faENvg1PXV"
477,RT @JKERA_JTFRP: Newer jewellery products of Paper Machie under @WorldBank funded @JKERA_JTFRP project. Stellar masterpieces of craftsmansh…
478,@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Hi zomato did you forget @snapdeal  situation after amir khan controversy.. Same way #ZomatoUninstalled..
479,@parth_majmudar @mrudang18 @snapdeal Even I didn’t know they r still active
480,"@mrudang18 @snapdeal What are you talking about!? Last I heard, it was a unicorn"
481,"Newer jewellery products of Paper Machie under @WorldBank funded @JKERA_JTFRP project. Stellar masterpieces of craftsmanship
@PMOIndia @HMOIndia @manojsinha_ @OfficeOfLGJandK @HartwigSchafer @JUNAIDWBG @deepak2403 @SyedAbidShah @amazon @Flipkart @myntra @snapdeal @TwitterFashion https://t.co/2FHtmO2xXF https://t.co/lJlgF5tP6U"
482,When you order @ashchanchlani from @snapdeal https://t.co/KJNqvz8spF
483,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat Simple, after you look into it we will decide to uninstall the app like snapchat, snapdeal etc... waiting for your action on this Mr. Zomato"
484,"@zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat I hope you remember what happened to Snapdeal...
Nation First.. rest later"
485,"EVOLUTION OF A SAD WOMAN mystery suspense thriller romance #Book  is selling on @snapdeal .  Woohoo! GL #India #NewDehli 
https://t.co/9w0ivEd1DF"
486,@snapdeal Are u still functional?
487,"@Shakunt53264225 Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw prizes on behalf of Snapdeal. We NEVER request our customers for unsolicited financial information or advance payments in exchange for rewards. Thanks, Karan"
488,@Shakunt53264225 Hi! We are here to help you out. Kindly elaborate your concern via Private Message so that we can assist you at the earliest. Thanks! Karan  https://t.co/1qRWCpRlvq
489,"To all the online payments and shopping companies,
@amazon 
@PaytmMall 
@flipkartsupport 
@snapdeal 
@AliExpress_EN 
@myntra 
@reliancejio 
@elonmusk https://t.co/JdQmngdC0Q"
490,"https://t.co/tMEEvdW5qY

13 Inch Teddy Bear   For Kids

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/BqtKdiUdEP"
491,"https://t.co/zMO81yZJXu

13 Inch Teddy Bear   For Kids

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/xJTXs77hiw"
492,"https://t.co/YxCrSvN4M7

13 Inch Teddy Bear   For Kids

Rs. 399

Our brands   believes to provide the good quality products to our customer so that   customer will get satisfaction as they want. Our first priority is to provide   the maximum satisfacion to our customers. https://t.co/RktfHHH89E"
