,tweets
171,"@Flipkart 
@amazonIN 
@ConsumForum 
#chorflipkart
After committing many times no one has called me till now. 
Useless customer support team and nonsense staff https://t.co/AuASAvTtjK"
172,@amazonIN why my order getting late? https://t.co/hGxDnz38Qy
173,Done @amazonIN #AmazonSpinandWin https://t.co/ceOzTtWgtZ
174,Done @amazonIN #AmazonSpinandWin https://t.co/lXX4CeTXww
175,"7 years
This day 2014
Y?Me by Shri Bala https://t.co/MFPd7wBzSH via @amazonIN"
176,@JeffBezos @amazonIN @AmazonHelp Team See This Packing. https://t.co/D7webVbhcn https://t.co/KJ7i6lVoG6
177,@harri_pillai @BoatNirvana @amazonIN @RAgar2018 Thanks again.
178,"@amazonIN what is wrong with Amazon , order was suppose to reach by 9 pm yesterday now it says wait till mon is this  a joke , zero logistics management"
179,@jagograhakjago @amazonIN selling Made In China products by describing their country of origin as India. When I complained over phone @AmazonHelp executive said country of origin means company which imports them. Please take action. https://t.co/jtXZbKSo5D
180,"@JeffBezos 
You and your Company #Amazon are cheat Indian Innocent People. 
I inform you to that your business was not run in long-term .
@PMOIndia @AmitShah @AmazonHelp @amazonIN"
181,"@AmazonHelp @amazonIN First - the product that has been delivered to us, how will we recognize that it is original? Secondly, a lot of shopping is being done by the residents of rural areas from Amazon.Thirdly - tampering is being seen in the packing of almost all orders."
182,RT @yoursankkie: I have ordered one gimbal on Mon and it was supposed to get delivered by Wed.. while delivering I have been informed that…
183,"RT @CNBCTV18Live: .@amazonIN fined over 'Country of Origin' rules violation, @Flipkart spared
https://t.co/pMLUoLmjqc"
184,"Day 38 and counting. Any update yet @amazon on my complaint ticket 0524431704 with @amazonIN or is it not 16 Oct 2020 in your calendar yet! Anybody alive there @amazon!!! 
 #amazonfraud
#downwithamazon 
#BoycottAmazon 
#amazonsucks
#worstcustomerservice
@JeffBezos 
@ShieldVoC https://t.co/1qh85qFqdN"
185,"RT @HiHonorIndia: No matter if you are into outdoor or indoor workouts, the #HONORWatchES comes with 10 professional workout modes and 85 c…"
186,".@amazonIN fined over 'Country of Origin' rules violation, @Flipkart spared
https://t.co/pMLUoLmjqc"
187,"RT @kaalicharan: @flipkartsupport hi team, despite complaining thrice I haven't received a ticket number for the delayed shipment. Post eve…"
188,RT @bharat_satya: @amazonIN wouldn't let me write an honest review. @AmazonNews_IN @AmazonHelp @AmitAgarwal https://t.co/B83hbw88TM
189,@AmazonHelp With this type of guarantee in service soon @amazonIN will shutdown...
190,"@HiHonorIndia @amazonIN Hi, i have a question about honor band 6. When a notification came, can i see Turkish characters (ı,ş,ü,ö,ğ) on screen?"
191,"Please Give me One Chance to Stand and Win this Quiz !!🙏🏻
#AmazonQuiz #FunZone 
#DailyMorningQuizTimeWithAmazon #AmazonSpinAndWin
#QuizTimeMorningsWithAmazon
@amazonIN @JeffBezos @amazon #AmazonIndia @AmazonHelp https://t.co/usuzvgFuNF"
192,"I Hope, I win this Mi Smart Band
#AmazonQuiz #FunZone #DailyMorningQuizTimeWithAmazon #AmazonSpinAndWin

Thank You @amazonIN to play this Quiz, Only One chance to Stand and Win the Quiz.🙏🏻🙏🏻 https://t.co/sXk14sy4ws"
193,"Please Give me One Chance to Stand and Win this Quiz !!🙏🏻
#AmazonQuiz #FunZone 
#DailyMorningQuizTimeWithAmazon #Rewind2020 
#QuizTimeMorningsWithAmazon
@amazonIN @JeffBezos @amazon #AmazonIndia @AmazonHelp https://t.co/QCSNiySDBU"
194,"I Hope, I win this 20000 Rs
#AmazonQuiz #FunZone #DailyMorningQuizTimeWithAmazon #Rewind2020 

Thank You @amazonIN to play this Quiz, Only One chance to Stand and Win the Quiz.🙏🏻🙏🏻 https://t.co/qIKEINbG5j"
195,"#AmazonQuiz
#DailyMorningQuizTimeWithAmazon #FunZone
#GreatIndianFestivalGames #AmazonIndia #JeffBezos @amazonin
#Rewind2020 
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/UyXSBteue5"
196,#flipkart #froud #bigbipoionsale #flipkartsupport it's been months I have been chasing you on my order  airPod. Please return my money. @PMOIndia @amazonIN can you help me on how I can recover my money
197,"@JeffBezos; @AmazonHelp; @amazonIN; @PMOIndia; @HMOIndia; 
A. 
ORDER PLACED
23 August 2020
ORDER # 405-2921653-1848347
Return request approved"
198,"@AmazonHelp; @amazonIN; @JeffBezos; @PMOIndia; @HMOIndia; 
A. 
ORDER PLACED
23 August 2020
ORDER # 405-2921653-1848347
Return request approved
The seller has approved your return request.
dB9PRO Recording Audio Digital Voice Recorder with"
199,RT @amazonIN: Congratulations to the winners of #AmazonGiftingHappinessDays contest. Please DM us with your details and Govt. ID proof to c…
200,@AmazonHelp @JeffBezos  @amazonIN I  mentioned 2 days ago that means 48hrs gone... R u even reading before replying blindly ???
201,"@amazon @AmazonHelp @amazonIN 
I have ordered WM on 4th Nov and I am still waiting for my product
#DhokeKaLaddu https://t.co/klV5YMw8NN"
202,"RT @PenkraftTweets: Penkraft ready-to-use Lippan Art on MDF Board DIY Kit now available on @amazonIN
You can order at -https://t.co/LY8lOCs…"
203,"RT @PenkraftTweets: Penkraft’s ready-to-use Dot Mandala on Canvas D-I-Y kit Now available on @amazonIN
You can order at - https://t.co/RSJ8…"
204,"@Amazon
 telling 2 go 2 bsnl &amp; bsnl is saying to raise complaint to amazon,took my money &amp; bill was never paid. hv paid again
@amazonIN
@Amazonhelp
 #Amazonloot #Poorserviceprovider #Badservice #AmazonScam #Lootingmoney #Noservice #UnhappyCustomer #0Satisfactionwithservice https://t.co/W21DgajLl7"
205,RT @psychosniper_: @amazonIN @AmazonHelp @AmazonFireTVInd hey guys pls add options 9f setting screensaver of our choice as i wanted to make…
206,This is what shows on the app. The guy who picked up the returned product on 21st November hasn't updated it from his end or there's a glitch with your app. Please get this sorted so I get my refund. Thanks! @AmazonHelp @amazonIN https://t.co/dPzO01cS0s
207,@amazonIN @AmitAgarwal Do you think 20 days is not enough?
208,"@amazonIN I am being tortured by Amazon, there is no solution to my problem. Product recd in damaged condition. It has been more than 20 days since I raised return request. Nothing has happened. I know they will again reply,go here,go there.I have done that 1000 times @AmitAgarwal plz help"
209,"RT @geeksarwar: @amazonIN @AmazonHelp @amazon
I ordered a MMT Adhesive and it never got delivered to me but in my order it showing delivere…"
210,"FALLOUT by @harmony_kent is available to buy via #Amazonin ebook &amp; paperback. A #postapocalypticNovel. Reviewer says: ‘If you like dark, dangerous, and a little bit demented, this is the novel for you.’ https://t.co/6uVVUOZEqd #ASMSG #IARTGFREE on #KindleUnlimited #CoPromos"
211,I have ordered one gimbal on Mon and it was supposed to get delivered by Wed.. while delivering I have been informed that by mistake the order got cancelled by delivery boy! Then support centre lied about reordering.. pathetic service @amazon @AmazonHelp @amazonIN @JeffBezos
212,@amazonIN wouldn't let me write an honest review. @AmazonNews_IN @AmazonHelp @AmitAgarwal https://t.co/B83hbw88TM
213,"@AmazonHelp @amazonIN We can buy all the earlier tweets and texts from both of these prodects as quoted by us

So please help and cooperation"
214,@PushpkanPathak @amazonIN Pricing and offers are a decision of our sellers. The price that you currently see on our website is the best our sellers are able to provide at the moment. ^KA
215,@AmazonHelp We wish to say that the price of the two products that we have displayed in the enclosed screen shot and of what we have indicated is one of 999/- and other is 99/- so please give us both in  these rupees. @amazonIN
216,"SAP Tools by Sudipta Malakar https://t.co/hRRLvFdSaV via @amazonIN Black Friday Deals Are Here.
Faster Performance !!! More ROI !!! Better Results !!! 
Grab the Book today ✏"
217,"Blockchain and DevOps - Real-life Case Studies: The Untold Story by Sudipta... https://t.co/hpAd6KFWXc via @amazonIN Black Friday Deals Are Here.
Faster Performance !!! More ROI !!! Better Results !!! 
Grab the Book today ✏"
218,"Agile SCRUM Myths and Misconceptions- Real-life Stories: The art of removin... https://t.co/OFV3l9x5Zq via @amazonIN Black Friday Deals Are Here.
Faster Performance !!! More ROI !!! Better Results !!! 
Grab the Book today ✏"
219,"RCA of IT failed Projects: Preventive measures to avoid failures in Complex... https://t.co/Kw7omKwgT8 via @amazonIN Black Friday Deals Are Here.
Faster Performance !!! More ROI !!! Better Results !!! 
Grab the Book today ✏"
220,RT @sudiptamalakar4: Agile DevOps Self-Assessment Maturity model: Agile DevOps Self-Assessment N... https://t.co/8zMWdBYf5c via @amazonIN B…
221,"Knockout S_4HANA Interviews: 10,000+ S_4HANA interview questions and answer... https://t.co/Z24KTNZXkg via @amazonIN Black Friday Deals Are Here.
Faster Performance !!! More ROI !!! Better Results !!! 
Grab the Book today ✏"
222,"Agile DevOps Self-Assessment Maturity model: Agile DevOps Self-Assessment N... https://t.co/8zMWdBYf5c via @amazonIN Black Friday Deals Are Here.
Faster Performance !!! More ROI !!! Better Results !!! 
Grab the Book today ✏"
223,"GIT Testing Agile DevOps SAP S/4HANA Top 500 PLUS Interview Questions and A... https://t.co/pKGzvoghD0 via @amazonIN Black Friday Deals Are Here.
Faster Performance !!! More ROI !!! Better Results !!! 
Grab the Book today ✏"
224,"SAP Workflow Business Process Automation: 1 by Sudipta Malakar https://t.co/dZugTOkAIo via @amazonIN Black Friday Deals Are Here.
Faster Performance !!! More ROI !!! Better Results !!! 
Grab the Book today ✏"
225,"RT @rArora79: Rcvd a wrng item frm @amazonIN , Called CS, rep sent me a link to upload pics while talking, dats 'REAL TIME', item picked nx…"
226,"RT @parshupatil: @amazonIN @AmazonHelp what the hell is this, 4th time delivery was rescheduled and product reached Bangalore on 18th Nov a…"
227,"SAP Activate Methodology in a Nutshell by Sudipta Malakar https://t.co/a4FK0CAGlQ via @amazonIN Black Friday Deals Are Here.
Faster Performance !!! More ROI !!! Better Results !!! 
Grab the Book today ✏"
228,"Sap Tools Methodologies and Techniques by Sudipta Malakar https://t.co/h23JvaLhU9 via @amazonIN Black Friday Deals Are Here.
Faster Performance !!! More ROI !!! Better Results !!! 
Grab the Book today ✏"
229,"SAP/ ABAP/ HANA Programming by Sudipta Malakar https://t.co/kiVquNAziI via @amazonIN Black Friday Deals Are Here.
Faster Performance !!! More ROI !!! Better Results !!! 
Grab the Book today ✏"
230,RT @vivekgarg94162: @amazon @amazonIN @AmazonHelp  have ordered one bajaj Iron 404-5981732-5862730 it is in worst condition. Skretches all…
231,"HEY @Uber_India, @amazonIN and @myntra Y U NO @getsimpl  #KeepItSimpl"
232,@amazonIN hey amazon. Have some professional ethics please. I have been requesting for the return and refund of the Samsung galaxy M31 (due to over heating problem) but your correspondent is not giving any response. Now the only option remains to go to consumer court
233,"@AnkitNDT @MahimMaher @ArvindKejriwal @AOSmithin @KentROSystems @amazonIN @EurekaForbes @havellsindia @Flipkart @RelianceDigital @TataCLiQ @AOSmithHotWater @DelhiJalBoard He loves Ghalib &amp; believe in
Ragoun mein dorty rehnay ky ham nahein qail
Jou ankh say na tapka wou lahou keya hy
So Arvind does not approve any waste throug purification.
So boil &amp; use.
@ArvindKejriwal"
234,@amazonIN @AmazonHelp @AmazonFireTVInd hey guys pls add options 9f setting screensaver of our choice as i wanted to make my photo appear it's doesn't seem to get amazon photo options in amzon firestick indian versions pls note my problem and make a solution
235,"@CNBCTV18News @amazonIN @MugdhaCNBCTV18 @ShereenBhan Only 25K. Amazon is doing much bigger fraud after introducing a feature ""see all buying options"" button where after clicking product prices showing 5x-10x of market price"
236,"@AmazonHelp There's no recent email from you

Previous emails have been responded already but there's no action from your side.

The only action acceptable is fulfillment of commitment from @amazonIN"
237,"RT @amazonIN: Now book your gas cylinder in simple steps on Amazon. Try now.
https://t.co/6umn8rEaqT @IndianOilcl #AmazonPay https://t.co/T…"
238,"@amazonIN 
“Error occurred when we tried to set your shipping address” on your app and web app. Customer care doesn't have a clue how to resolve. We are not able to order anything. Can you guys look into it?"
239,"RT @iShilpa_: @amazonIN @AmazonHelp For how many months will this order be running late? 
Ordered it on 19th October. https://t.co/RoLlPosF…"
240,@amazonIN I'm waiting for this order but your delivery agent was cancelled my order without my knowledge.Right.? https://t.co/KsnSY0l0DM
241,RT @arundaskv: Dear friends never purchase an electronic gadget from @Flipkart. If it is damaged or defective you will have to clear it by…
242,"@amazonIN @AmazonHelp @amazon
I ordered a MMT Adhesive and it never got delivered to me but in my order it showing delivered
Kindly help me on this"
243,"@AmazonHelp I have not received any fresh email from @AmazonHelp or @amazonIN 

Moreover, what is needed from @amazonIN is fulfillment of pre-paid purchase order accepted by #Amazon or else face legal action."
244,RT @IndianOilcl: You can now book and pay for your #Indane refill through Amazon Pay. #LPG #InstantBooking
245,"RT @Im_ashishKumar1: @amazonIN @AmazonHelp hi..can you please help me with the return policy of the given Asin.
ASINB01MA1JLOM"
246,"@amazonIN @amazonIN @amazonIN @Gurjeet22414909
#kaurgurjeet960@gmail.com

#DailyMorningQuizTimeWithAmazon
 #QuizTimeMorningWithAmazon 
#AmazonQuiz
#AmazoneFunzoneSlots
🌠 @amazonIN 🌠

Join- 😊
@Tuaa74 
@Harman550 
@Nandinikuma13 
@ManpeeetK 
@sizzler_yashu https://t.co/R0sd6UVfaw"
247,RT @amazonIN: Still looking for that perfect gift? Follow these five tips for shopping with the Amazon App and finish your holiday shopping…
248,"RT @Shiv4015: @amazonIN  @AmazonHelp ?@amazon I placed order 403-2308477-8670729 during sale on discounted price, Amazon cancelled my order…"
249,"@imbiplb @Flipkart @amazonIN #flipkartsupport Flipkart have started New businesss even after making online payment, Delivery person will say ByMistake He have made COD Payment in His account, and ask Ur favour to make 2nd Payment in Cash, but Ur online payment will not be refunded.Ticket closed b4 resolve"
250,RT @RoshanAmblerRSA: @amazon @amazonIN @AmazonHelp  Really disappointed with your support for Amazon Basics Washing Machine. Had been waiti…
251,"@AmazonHelp Here is the the link of 16th contest which was held on @amazonIN Twitter page during #AmazonGreatIndianFestival whose winner is not announced yet
@AmazonHelp

https://t.co/KKV0X3SClU"
252,"@AmazonHelp Here is the the link of 15th contest which was held on @amazonIN Twitter page during #AmazonGreatIndianFestival whose winner is not announced yet
@AmazonHelp

https://t.co/OEW1JujaOQ"
253,"RT @CNBCTV18News: Central govt imposes a penalty of ₹25,000 on @amazonIN. Sources say 'Country Of Origin' was not listed on some products s…"
254,"@AmazonHelp Here is the the link of 14th contest which was held on @amazonIN Twitter page during #AmazonGreatIndianFestival whose winner is not announced yet
@AmazonHelp

https://t.co/peZRaJTYQJ"
255,"@AmazonHelp Here is the the link of 13th contest which was held on @amazonIN Twitter page during #AmazonGreatIndianFestival whose winner is not announced yet
@AmazonHelp

https://t.co/F3wgdJGto2"
